model,elpd_loo,safe_elpd_loo,elpd_diff,safe_elpd_diff,dse,safe_dse,elpd_diff_quantile,n_bad_k,n_vars
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[t2m_mean_p(4)(p=5.0, 10)]+[t2m_min_p(2)(p=2.5, 20)]",-81673.75586720493,-81673.75586720493,335.9533066988337,339.07414952677414,49.26103863734904,49.161190813070085,-0.16967039950378188,0,3
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[t2m_mean_p(4)(p=5.0, 10)]+[tp_24hmax_log_p(3)(p=2.5, 5)]",-81674.1846756758,-81674.1846756758,336.3821151697089,339.51950094388707,47.02408283745388,46.918365425301815,-0.16206463026828005,0,3
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[t2m_mean_p(4)(p=5.0, 10)]+[tp_24hmean_log_p(3)(p=2.5, 5)]",-81676.11095516598,-81676.11095516598,338.30839465987236,341.4095034059072,47.82556618150598,47.72400094378391,-0.16202541205367746,0,3
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[t2m_mean_p(4)(p=5.0, 10)]+[t2m_min_p(1)(p=2.5, 20)]",-81687.11941241019,-81678.21679375945,349.3168519040913,353.43687410377964,49.119932336082236,49.009403574348475,-0.1669648973487913,1,3
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[t2m_mean_p(4)(p=5.0, 10)]+[t2m_min_p(0)(p=2.5, 20)]",-81679.16274116622,-81679.16274116622,341.3601806601254,344.4817308842832,48.4198314170719,48.31818484419483,-0.166183177777047,0,3
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[t2m_mean_p(4)(p=5.0, 10)]+[tp_24hmax_log_p(2)(p=2.5, 5)]",-81679.70164071379,-81679.70164071379,341.89908020769235,344.96409123402407,49.893481064196926,49.79836971439506,-0.17594889763676425,0,3
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[t2m_mean_p(4)(p=5.0, 10)]+[t2m_mean_p(0)(p=5.0, 10)]",-81680.01652660794,-81680.01652660794,342.2139661018497,345.2070750917461,49.70275969877403,49.61169282989031,-0.16832160241077185,0,3
"[rh_mean_p(1)(p=2.5, 5)]+[tp_24hmean_log_p(5)(p=2.5, 5)]+[rh_mean_p(0)(p=2.5, 5)]",-81680.18021620844,-81680.18021620844,342.3776557023358,344.3960439269585,30.98388390466626,30.917138705215315,-0.0780634187165159,0,3
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[t2m_mean_p(4)(p=5.0, 10)]+[t2m_mean_p(1)(p=5.0, 10)]",-81681.01271809741,-81681.01188740306,343.2101575913029,345.6040471107854,48.926485638254825,48.86719954287858,-0.16817870330324533,2,3
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[t2m_max_p(4)(p=2.5, 20)]",-81681.083282937,-81681.083282937,343.280722430903,346.5124311023879,53.1987342104423,53.099611133554184,-0.17035777427564192,0,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[t2m_mean_p(4)(p=5.0, 10)]+[t2m_min_p(4)(p=2.5, 20)]",-81683.6471255364,-81683.6471255364,345.8445650303016,348.9703200711068,47.14067135094528,47.0359676246885,-0.15991892004491393,0,3
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[t2m_mean_p(4)(p=5.0, 10)]+[rh_mean_p(3)(p=2.5, 5)]",-81685.1334500858,-81685.1334500858,347.33088957970585,350.3448279075888,47.90827370043261,47.81246100891739,-0.1608598994159291,0,3
"[rh_mean_p(1)(p=2.5, 5)]+[tp_24hmean_log_p(5)(p=2.5, 5)]+[tp_24hmean_log_p(4)(p=2.5, 5)]",-81685.21518092093,-81685.21518092093,347.41262041483674,349.40859194862196,31.662209315916506,31.598317867626974,-0.08350029802099962,0,3
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[t2m_mean_p(4)(p=5.0, 10)]+[t2m_mean_p(2)(p=5.0, 10)]",-81686.03367090906,-81686.03356983441,348.23111040296766,350.7090816705663,49.38770694627548,49.32477606065144,-0.16982021507047204,2,3
"[rh_mean_p(1)(p=2.5, 5)]+[tp_24hmean_log_p(5)(p=2.5, 5)]+[tp_24hmax_log_p(4)(p=2.5, 5)]",-81689.0082734524,-81689.0082734524,351.20571294631554,353.07484796883284,30.390290931894267,30.331852833555295,-0.07962460884172913,0,3
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[t2m_mean_p(4)(p=5.0, 10)]+[tp_24hmax_log_p(1)(p=2.5, 5)]",-81689.6684467982,-81689.6684467982,351.8658862921118,354.82811816911453,48.70655761601741,48.61550043925441,-0.16472010537790177,0,3
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[t2m_mean_p(4)(p=5.0, 10)]+[t2m_min_p(3)(p=2.5, 20)]",-81694.8534597756,-81694.8534597756,357.05089926949995,360.07527506932837,49.91575642834969,49.82314421738749,-0.1743853749574015,0,3
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[t2m_mean_p(4)(p=5.0, 10)]+[tp_24hmax_log_p(0)(p=2.5, 5)]",-81695.10254227014,-81695.10254227014,357.2999817640365,360.41273605542125,48.70186323800512,48.601330714708624,-0.16793955373174507,0,3
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[t2m_mean_p(4)(p=5.0, 10)]+[t2m_mean_p(3)(p=5.0, 10)]",-81699.58732487759,-81699.58732487759,361.7847643714865,364.9568167032395,48.316562774403984,48.21133131198861,-0.16502241210891277,0,3
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[t2m_mean_p(4)(p=5.0, 10)]",-81705.10987364204,-81705.10987364204,367.30731313593503,370.3906861506184,48.78816593225081,48.68966374448401,-0.16760257397233785,0,2
"[rh_mean_p(1)(p=2.5, 5)]+[tp_24hmean_log_p(5)(p=2.5, 5)]+[rh_mean_p(5)(p=2.5, 5)]",-81710.17498449855,-81710.17498449855,372.3724239924467,374.02665110326535,30.739926592333518,30.694546108095533,-0.0734435748681378,0,3
"[rh_mean_p(1)(p=2.5, 5)]+[tp_24hmean_log_p(5)(p=2.5, 5)]+[rh_mean_p(4)(p=2.5, 5)]",-81710.18855404352,-81710.18855404352,372.3859935374105,374.359675075695,29.456913110874844,29.389673912664414,-0.07285271325150725,0,3
"[rh_mean_p(1)(p=2.5, 5)]+[tp_24hmean_log_p(5)(p=2.5, 5)]+[rh_mean_p(3)(p=2.5, 5)]",-81719.1787519458,-81719.1787519458,381.3761914397026,382.9380705242163,29.10095060845762,29.058150116704855,-0.07329689732712978,0,3
"[rh_mean_p(1)(p=2.5, 5)]+[tp_24hmean_log_p(5)(p=2.5, 5)]+[tp_24hmax_log_p(5)(p=2.5, 5)]",-81723.1819288318,-81723.1819288318,385.3793683256994,387.3145784389785,29.208700199983504,29.14345282182385,-0.07198309552273019,0,3
"[rh_mean_p(1)(p=2.5, 5)]+[tp_24hmean_log_p(5)(p=2.5, 5)]",-81724.26950528107,-81724.26950528107,386.4669447749793,388.3287649318748,28.680894584716786,28.619350826663787,-0.07076538836999156,0,2
"[rh_mean_p(1)(p=2.5, 5)]+[t2m_mean_p(3)(p=5.0, 10)]",-81725.92866533839,-81725.92866533839,388.12610483229736,390.9660358969818,47.37585541135198,47.289686225763816,-0.16210215826531496,0,2
"[rh_mean_p(0)(p=2.5, 5)]+[t2m_mean_p(4)(p=5.0, 10)]",-81732.56011364088,-81726.71393911375,394.75755313479016,396.7389918488025,53.43750488215739,53.35083586748878,-0.17081939918169342,1,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[tp_24hmean_log_p(6)(p=2.5, 5)]",-81727.46006157747,-81727.46006157747,389.65750107137666,392.77004488035027,49.925219799988625,49.82708455788239,-0.16179469158556903,0,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[t2m_max_p(3)(p=2.5, 20)]",-81727.59593535804,-81727.59593535804,389.7933748519325,392.995629792412,52.816922948832534,52.71876957478365,-0.17331326999266886,0,2
"[rh_mean_p(1)(p=2.5, 5)]+[t2m_mean_p(4)(p=5.0, 10)]",-81729.23577234,-81729.23577234,391.4332118339086,393.4662379688169,47.729255966638966,47.685241114927955,-0.16390940592107453,0,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[tp_24hmean_log_p(5)(p=2.5, 5)]",-81743.06041018,-81743.06041018,405.2578496739087,408.4664841689962,38.51609872363502,38.3808016069571,-0.10854444952808928,0,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[t2m_mean_p(3)(p=5.0, 10)]",-81748.59404684376,-81748.59404684376,410.7914863376619,414.0365499910299,49.49211460313114,49.384487888247634,-0.16663866818662856,0,2
"[rh_mean_p(1)(p=2.5, 5)]+[t2m_max_p(4)(p=2.5, 20)]",-81750.25059414413,-81750.25059414413,412.4480336380352,414.6082445755816,51.978951518644806,51.93332727601893,-0.16244057168655215,0,2
"[rh_mean_p(1)(p=2.5, 5)]+[tp_24hmean_log_p(6)(p=2.5, 5)]",-81754.98595888307,-81754.98595888307,417.18339837697636,418.98590524155037,46.196471922932744,46.16061268816109,-0.13466153354701157,0,2
"[rh_mean_p(0)(p=2.5, 5)]+[t2m_mean_p(3)(p=5.0, 10)]",-81759.78827016905,-81759.78827016905,421.98570966295244,425.1831052123242,52.74878074381741,52.65071564200373,-0.1689398506190699,0,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[t2m_max_p(5)(p=2.5, 20)]",-81761.22402846628,-81761.22402846628,423.4214679601886,426.39981496966686,55.13474446756466,55.053285014354756,-0.17133826550419196,0,2
"[rh_mean_p(1)(p=2.5, 5)]+[t2m_max_p(3)(p=2.5, 20)]",-81762.21509735796,-81762.21509735796,424.4125368518411,426.4499429936726,51.65237349222035,51.611475854683135,-0.16357729491694292,0,2
"[rh_mean_p(0)(p=2.5, 5)]+[t2m_max_p(4)(p=2.5, 20)]",-81776.89149203987,-81776.89149203987,439.0889315337753,442.23391041708527,56.565482582663066,56.47696534392881,-0.168908158110477,0,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[t2m_mean_p(5)(p=5.0, 10)]",-81784.30698710657,-81784.30698710657,446.5044266004669,449.5258309427711,50.82256509633252,50.73156402889948,-0.16821494612333868,0,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[t2m_max_p(1)(p=2.5, 20)]",-81811.08088652042,-81811.08088652042,473.27832601432544,476.0952088437222,52.13617832241716,52.05895636331991,-0.18123801328465422,0,2
"[rh_mean_p(0)(p=2.5, 5)]+[t2m_max_p(3)(p=2.5, 20)]",-81820.3211313386,-81814.65970418221,482.51857083250115,484.88879136277205,55.7241583580622,55.632515880596216,-0.17226137797293758,1,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[t2m_max_p(0)(p=2.5, 20)]",-81816.26881852082,-81816.26881852082,478.4662580147333,481.29240635069607,52.000724100337706,51.92278187895773,-0.17924709506351635,0,2
"[rh_mean_p(1)(p=2.5, 5)]+[t2m_mean_p(5)(p=5.0, 10)]",-81826.13238626081,-81826.13238626081,488.3298257547181,490.10685913916495,49.53218547522709,49.49956577658253,-0.16801450430062773,0,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[t2m_max_p(2)(p=2.5, 20)]",-81826.22547299847,-81826.22547299847,488.42291249237496,491.46470618436365,52.031816039873796,51.94163373253131,-0.18003292181657038,0,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[tp_24hmax_log_p(5)(p=2.5, 5)]",-81833.84615345624,-81833.84615345624,496.0435929501406,499.2029286267353,43.34888899316688,43.23209357015286,-0.13366195472135092,0,2
"[rh_mean_p(0)(p=2.5, 5)]+[t2m_mean_p(5)(p=5.0, 10)]",-81835.41998172106,-81835.41998172106,497.6174212149636,500.40790662330494,54.67750610946532,54.60519122807586,-0.1713340704072888,0,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[rh_mean_p(5)(p=2.5, 5)]",-81835.92003348353,-81835.92003348353,498.1174729774211,501.16286704078004,43.55895879148924,43.45091249329698,-0.14288165782264742,0,2
"[rh_mean_p(1)(p=2.5, 5)]+[t2m_min_p(0)(p=2.5, 20)]",-81841.48282148015,-81841.48282148015,503.68026097405675,506.00233432354196,48.3177585793746,48.2609166161005,-0.16243841157726216,0,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[t2m_mean_p(2)(p=5.0, 10)]",-81841.68285294967,-81841.68285294967,503.88029244357045,506.4904387817603,50.048132447171476,49.978924156564155,-0.17019453281426714,0,2
"[rh_mean_p(1)(p=2.5, 5)]+[t2m_mean_p(2)(p=5.0, 10)]",-81842.30677821094,-81842.30677821094,504.5042177048464,506.5024092238115,47.35392204725958,47.310854163609186,-0.1626160280684865,0,2
"[rh_mean_p(1)(p=2.5, 5)]+[t2m_mean_p(1)(p=5.0, 10)]",-81842.47372988863,-81842.47372988863,504.6711693825352,505.381301257063,47.054748253355946,47.04906856441289,-0.1684389629954823,0,2
"[rh_mean_p(0)(p=2.5, 5)]+[tp_24hmean_log_p(6)(p=2.5, 5)]",-81853.1537525938,-81847.39227601013,515.3511920876969,517.4574016514807,50.70652095023846,50.61407031793724,-0.15553891784758955,1,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[t2m_mean_p(1)(p=5.0, 10)]",-81848.59245602114,-81848.59245602114,510.7898955150423,513.2473196133047,49.60740287787251,49.54544020677245,-0.1705369577292328,0,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[t2m_max_p(6)(p=2.5, 20)]",-81850.729879048,-81850.729879048,512.9273185418884,515.9093080079147,55.914933752407805,55.83421739612753,-0.17744458176911174,0,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[t2m_mean_p(6)(p=5.0, 10)]",-81852.98241613765,-81852.98241613765,515.179855631562,518.220012595745,52.388880507701046,52.299344750255166,-0.17733973047117574,0,2
"[rh_mean_p(1)(p=2.5, 5)]+[t2m_max_p(5)(p=2.5, 20)]",-81853.06738861024,-81853.06738861024,515.2648281041527,516.5531177871314,53.74885045691894,53.732891557479405,-0.1675539738742686,0,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[tp_24hmax_log_p(6)(p=2.5, 5)]",-81855.86908451651,-81855.86908451651,518.0665240104017,521.1029039116322,55.171797930529344,55.08698874381074,-0.17155025849846872,0,2
"[rh_mean_p(1)(p=2.5, 5)]+[rh_mean_p(5)(p=2.5, 5)]",-81856.28100230804,-81856.28100230804,518.4784418019328,519.60529562255,34.21771636661971,34.198440391203206,-0.10882994921217418,0,2
"[rh_mean_p(1)(p=2.5, 5)]+[tp_24hmax_log_p(5)(p=2.5, 5)]",-81857.00251672836,-81857.00251672836,519.1999562222481,521.0657632317561,37.486887713093545,37.43934473335573,-0.10054470967854634,0,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[t2m_mean_p(0)(p=5.0, 10)]",-81857.61591620109,-81857.61591620109,519.8133556949875,522.8141817214009,49.954420733677686,49.86290141920766,-0.17462154643018943,0,2
"[rh_mean_p(0)(p=2.5, 5)]+[t2m_min_p(3)(p=2.5, 20)]",-81863.73178802207,-81858.11061283902,525.9292275159755,527.7236621230979,57.72223471213856,57.66419365799489,-0.18399476947461652,1,2
"[rh_mean_p(0)(p=2.5, 5)]+[t2m_min_p(2)(p=2.5, 20)]",-81859.295430125,-81859.295430125,521.4928696189056,524.3577797976741,55.68724674088723,55.61238149667432,-0.17401757087663589,0,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[t2m_min_p(2)(p=2.5, 20)]",-81859.61783017888,-81859.61783017888,521.8152696727609,524.8965346289897,52.22429550801359,52.13203033404938,-0.17196462259204146,0,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[t2m_min_p(1)(p=2.5, 20)]",-81878.93403293715,-81860.99573741025,541.1314724310448,536.1771461695903,52.39835919358108,51.689347567240674,-0.17036994910416614,1,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[t2m_min_p(3)(p=2.5, 20)]",-81862.80955645138,-81862.80955645138,525.0069959452837,527.910993621933,53.04077703247393,52.960018019638525,-0.17842101642928265,0,2
"[rh_mean_p(1)(p=2.5, 5)]+[t2m_min_p(1)(p=2.5, 20)]",-81883.09842539737,-81863.82861495143,545.2958648912725,538.3682440746979,50.678314069665475,49.74893042304491,-0.1676247375625952,1,2
"[rh_mean_p(1)(p=2.5, 5)]+[t2m_max_p(2)(p=2.5, 20)]",-81864.32816634659,-81864.32816634659,526.5256058405026,528.4915765478928,49.73793462030898,49.69819493936212,-0.1702328465872292,0,2
"[rh_mean_p(0)(p=2.5, 5)]+[t2m_max_p(5)(p=2.5, 20)]",-81865.91550466066,-81865.91550466066,528.1129441545678,530.8696509038557,58.47014366782605,58.40408107042777,-0.172453291704888,0,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[t2m_min_p(0)(p=2.5, 20)]",-81867.81164564453,-81867.81164564453,530.009085138425,533.1043326366294,51.06694539945644,50.97171143454252,-0.16972337042137298,0,2
"[rh_mean_p(0)(p=2.5, 5)]+[t2m_min_p(1)(p=2.5, 20)]",-81893.68925324376,-81873.16505545017,555.8866927376599,548.1422810134807,56.36101178408282,55.27999948522577,-0.17434974441037704,1,2
"[rh_mean_p(0)(p=2.5, 5)]+[tp_24hmean_log_p(5)(p=2.5, 5)]",-81874.97673202862,-81874.97673202862,537.1741715225155,540.2533671649383,38.54929777902555,38.4243255112313,-0.10180780763165026,0,2
"[rh_mean_p(1)(p=2.5, 5)]+[t2m_max_p(1)(p=2.5, 20)]",-81877.68028399853,-81877.68028399853,539.8777234924302,541.6231183126603,51.506439292860826,51.47609229465272,-0.1766034755316543,0,2
"[rh_mean_p(0)(p=2.5, 5)]+[t2m_mean_p(2)(p=5.0, 10)]",-81885.71410928102,-81877.92820957128,547.9115487749241,547.7977824227721,53.20399416445185,53.08010417562115,-0.16916096050494187,1,2
"[rh_mean_p(0)(p=2.5, 5)]+[t2m_mean_p(0)(p=5.0, 10)]",-81897.0136722629,-81891.55706062127,559.2111117567969,561.6305270253947,52.75694033208554,52.671306870924596,-0.17513736938542665,1,2
"[rh_mean_p(0)(p=2.5, 5)]+[t2m_min_p(0)(p=2.5, 20)]",-81902.08932244728,-81896.17881310973,564.2867619411736,566.1856399953579,54.830200689431514,54.74536454797068,-0.17399532704377632,1,2
"[rh_mean_p(0)(p=2.5, 5)]+[t2m_mean_p(1)(p=5.0, 10)]",-81900.81388871768,-81900.81388871768,563.0113282115788,564.3063849720095,53.23489300678069,53.2185639847972,-0.17209433419010944,0,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[t2m_min_p(4)(p=2.5, 20)]",-81901.31899929231,-81901.31899929231,563.5164387862201,566.4753054513246,53.8510770840906,53.76843279317781,-0.18085599917515302,0,2
"[rh_mean_p(1)(p=2.5, 5)]+[t2m_min_p(2)(p=2.5, 20)]",-81905.59148059551,-81905.59148059551,567.7889200894126,570.2938951461355,50.59814605426025,50.5349252047936,-0.17357122607842368,0,2
"[rh_mean_p(0)(p=2.5, 5)]+[t2m_max_p(1)(p=2.5, 20)]",-81906.01684946122,-81906.01684946122,568.2142889551217,570.426915698476,55.23261201006569,55.18732321698984,-0.18048188002524745,0,2
"[rh_mean_p(1)(p=2.5, 5)]+[tp_24hmax_log_p(6)(p=2.5, 5)]",-81909.76328325315,-81909.76328325315,571.9607227470558,573.8524865103252,53.94387752941989,53.90985689074188,-0.1490201653789143,0,2
"[rh_mean_p(0)(p=2.5, 5)]+[t2m_max_p(2)(p=2.5, 20)]",-81919.1719315314,-81913.5769038309,581.3693710252858,583.5116133723916,55.51724465344958,55.44166771263964,-0.17951164503614905,1,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[rh_mean_p(6)(p=2.5, 5)]",-81914.24304757765,-81914.24304757765,576.4404870715609,579.4151549476345,51.04092093802021,50.95276005720596,-0.17454764387036198,0,2
"[rh_mean_p(1)(p=2.5, 5)]+[t2m_mean_p(0)(p=5.0, 10)]",-81915.75678568527,-81915.75678568527,577.9542251791705,580.1567888475137,47.87350240728509,47.82169543937176,-0.17364981651988964,0,2
"[rh_mean_p(0)(p=2.5, 5)]+[t2m_max_p(0)(p=2.5, 20)]",-81919.71072160998,-81916.47438739732,581.9081611038821,584.2819445164912,55.27645175677112,55.20974571015278,-0.18032927108754715,1,2
"[rh_mean_p(0)(p=2.5, 5)]+[rh_mean_p(5)(p=2.5, 5)]",-81924.08856391301,-81917.74830943241,586.2860034069089,588.8120867334103,42.08578910576292,41.99275716610571,-0.1341501355098494,1,2
"[rh_mean_p(1)(p=2.5, 5)]+[t2m_mean_p(6)(p=5.0, 10)]",-81931.5980767283,-81926.31071778228,593.7955162222115,595.7545652962285,51.76118478265171,51.71629083801972,-0.176080878812909,1,2
"[rh_mean_p(1)(p=2.5, 5)]+[t2m_max_p(0)(p=2.5, 20)]",-81933.44453584039,-81928.17486784312,595.641975334285,597.1540114280774,51.17125675242678,51.143322073397265,-0.17933669949351735,1,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[t2m_min_p(5)(p=2.5, 20)]",-81929.37182996853,-81929.37182996853,591.5692694624358,594.5561489066255,53.08090457345151,52.995409340747614,-0.17660283849814606,0,2
"[rh_mean_p(1)(p=2.5, 5)]+[t2m_max_p(6)(p=2.5, 20)]",-81957.83765547392,-81930.19471634961,620.0350949678232,620.9934534347311,54.442573125833405,54.39950219916781,-0.17528740636958315,2,2
"[rh_mean_p(0)(p=2.5, 5)]+[t2m_max_p(6)(p=2.5, 20)]",-81954.59962620235,-81931.40189132086,616.7970656962536,617.8824919127876,59.407080655508466,59.318087038425524,-0.17834755576413883,1,2
"[rh_mean_p(1)(p=2.5, 5)]+[t2m_min_p(3)(p=2.5, 20)]",-81936.9116168035,-81936.9116168035,599.1090562973986,601.1383370290281,52.03578368190527,51.99522234542892,-0.18119942889945945,0,2
"[rh_mean_p(1)(p=2.5, 5)]+[rh_mean_p(4)(p=2.5, 5)]",-81937.19142278272,-81937.19142278272,599.3888622766196,601.3691742463539,41.87632890528725,41.828292176258046,-0.11952090988645914,0,2
"[rh_mean_p(0)(p=2.5, 5)]+[t2m_mean_p(6)(p=5.0, 10)]",-81939.55773013936,-81939.55773013936,601.7551696332634,604.6049094927782,56.55110576365569,56.477989610054124,-0.17857666901105668,0,2
"[rh_mean_p(0)(p=2.5, 5)]+[t2m_min_p(4)(p=2.5, 20)]",-81946.877521977,-81941.25447539508,609.0749614709024,610.9616868768023,57.951208509558114,57.889114999414296,-0.18537858410393931,1,2
"[rh_mean_p(1)(p=2.5, 5)]+[tp_24hmean_log_p(4)(p=2.5, 5)]",-81941.61903624726,-81941.61903624726,603.8164757411568,605.6890503371338,43.65559923351854,43.61433509759899,-0.13272379451907107,0,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[rh_mean_p(4)(p=2.5, 5)]",-81942.1592389184,-81942.1592389184,604.3566784122992,607.5919973072316,47.68401927392367,47.57241972999798,-0.1527443799654315,0,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[tp_24hmean_log_p(4)(p=2.5, 5)]",-81945.73908760736,-81945.73908760736,607.9365271012668,611.13292022663,48.39357076900955,48.286214195431484,-0.15721419443346715,0,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[t2m_min_p(6)(p=2.5, 20)]",-81954.08927900315,-81954.08927900315,616.2867184970506,619.286477965672,53.34798453936574,53.262129968523894,-0.17738416097595366,0,2
"[rh_mean_p(0)(p=2.5, 5)]+[tp_24hmax_log_p(5)(p=2.5, 5)]",-81963.48927916231,-81957.4387227369,625.6867186562083,627.5820327867958,45.397801873208905,45.283100476250816,-0.1285073355412415,1,2
"[rh_mean_p(1)(p=2.5, 5)]+[rh_mean_p(6)(p=2.5, 5)]",-81961.45967735467,-81961.45967735467,623.6571168485594,625.1062546532488,45.97651955577642,45.95285204512054,-0.14824274941328605,0,2
"[rh_mean_p(0)(p=2.5, 5)]+[tp_24hmax_log_p(6)(p=2.5, 5)]",-81978.71418288269,-81978.71418288269,640.9116223765839,643.7529750699426,56.642618259993014,56.56996366535144,-0.1679410399400741,0,2
"[rh_mean_p(0)(p=2.5, 5)]+[rh_mean_p(6)(p=2.5, 5)]",-81984.12163469175,-81984.12163469175,646.3190741856608,648.960129512046,51.952103053414255,51.883554318408756,-0.16681927593577123,0,2
"[rh_mean_p(1)(p=2.5, 5)]+[t2m_min_p(4)(p=2.5, 20)]",-81987.3163366119,-81987.3163366119,649.5137761057958,651.4619967282491,52.131548605321285,52.09411604970053,-0.18040829822912843,0,2
"[rh_mean_p(0)(p=2.5, 5)]+[t2m_min_p(5)(p=2.5, 20)]",-82003.70372019813,-81998.11439224143,665.9011596920345,667.9180434073164,57.21474364911486,57.14767774749684,-0.18146194560680337,1,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[tp_24hmax_log_p(4)(p=2.5, 5)]",-82006.40540210664,-82006.40540210664,668.6028416005374,671.7833520141701,49.223496131129835,49.11882843710121,-0.16374000974813008,0,2
"[rh_mean_p(1)(p=2.5, 5)]+[t2m_min_p(5)(p=2.5, 20)]",-82007.26871758343,-82007.26871758343,669.4661570773283,671.4382476857595,51.36268266019429,51.3237329043574,-0.17591734408093132,0,2
"[rh_mean_p(0)(p=2.5, 5)]+[t2m_min_p(6)(p=2.5, 20)]",-82046.27400844163,-82040.68607920558,708.4714479355314,710.5513104791139,57.08784112739471,57.01762815781861,-0.17857944392513908,1,2
"[rh_mean_p(1)(p=2.5, 5)]+[t2m_min_p(6)(p=2.5, 20)]",-82046.4663572007,-82046.4663572007,708.6637966945867,710.6961171200071,51.77928034716534,51.738216241492616,-0.17350544478573268,0,2
"[rh_mean_p(1)(p=2.5, 5)]+[tp_24hmax_log_p(4)(p=2.5, 5)]",-82050.00852355931,-82050.00852355931,712.2059630532149,714.0489751606133,45.1119432431745,45.073060835567226,-0.1440746955601335,0,2
"[rh_mean_p(0)(p=2.5, 5)]+[rh_mean_p(4)(p=2.5, 5)]",-82065.97794724704,-82065.97794724704,728.1753867409469,731.2939410958782,49.828155409393275,49.72856290508948,-0.1475871367738855,0,2
"[rh_mean_p(0)(p=2.5, 5)]+[tp_24hmean_log_p(4)(p=2.5, 5)]",-82108.62916900052,-82093.4749199074,770.8266084944115,774.325347514575,52.15280380783452,52.04453771699137,-0.15830929355545323,2,2
"[rh_mean_p(0)(p=2.5, 5)]+[tp_24hmax_log_p(4)(p=2.5, 5)]",-82155.67829730676,-82145.65435859826,817.8757368006696,821.554915864237,52.76313351420641,52.66919729532036,-0.16782432086846485,1,2
"[rh_mean_p(1)(p=2.5, 5)]+[rh_mean_p(3)(p=2.5, 5)]",-82161.43085416559,-82161.43085416559,823.6282936594914,825.4285692381786,48.66124959363684,48.62665830853446,-0.14320043273629574,0,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[rh_mean_p(3)(p=2.5, 5)]",-82170.10306535853,-82170.10306535853,832.3005048524456,835.3791899043097,53.22784358031696,53.13671848814093,-0.1698401111999435,0,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[tp_24hmean_log_p(3)(p=2.5, 5)]",-82175.79824059675,-82175.79824059675,837.9956800906544,841.0515441203938,54.29901565632186,54.2109835621965,-0.1800427616232423,0,2
"[rh_mean_p(1)(p=2.5, 5)]+[tp_24hmean_log_p(0)(p=2.5, 5)]",-82179.84945939422,-82179.84945939422,842.0468988881161,844.7771210364865,54.31990762883553,54.249479109487744,-0.18195748978184592,0,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[tp_24hmean_log_p(2)(p=2.5, 5)]",-82183.36344346966,-82183.36344346966,845.5608829635556,848.0054046302357,57.81249962037691,57.75929757236732,-0.19877543119739338,0,2
