model,elpd_loo,safe_elpd_loo,elpd_diff,safe_elpd_diff,dse,safe_dse,elpd_diff_quantile,n_bad_k,n_vars
"[rh_mean_p(0)(p=2.5, 5)]+[tp_24hmean_log_p(2)(p=2.5, 5)]",-82184.5886192504,-82184.5886192504,846.7860587443122,848.6364583082711,60.87163443191604,60.84242371666929,-0.19841829893714655,0,2
"[rh_mean_p(0)(p=2.5, 5)]+[tp_24hmean_log_p(1)(p=2.5, 5)]",-82189.06503801684,-82189.06503801684,851.2624775107347,854.1780188532443,56.02984144175522,55.952079820834506,-0.18501290156304973,0,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[rh_mean_p(0)(p=2.5, 5)]",-82189.1217182869,-82189.1217182869,851.3191577807986,854.2345169892812,56.03952710461244,55.961788422409874,-0.18497088685276394,0,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[tp_24hmax_log_p(3)(p=2.5, 5)]",-82195.319480704,-82195.319480704,857.5169201979065,860.6074768465909,54.92543195840478,54.8363929755374,-0.1788363617154037,0,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[rh_mean_p(2)(p=2.5, 5)]",-82211.68657646321,-82211.68657646321,873.8840159571068,876.8123514805316,56.16715496304193,56.08885953050806,-0.18862904009245407,0,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[tp_24hmean_log_p(0)(p=2.5, 5)]",-82212.94509523333,-82212.94509523333,875.1425347272259,878.2318213620765,55.92854384442793,55.84113451864063,-0.18987484963988877,0,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[rh_mean_p(1)(p=2.5, 5)]",-82214.14570464878,-82214.14570464878,876.3431441426861,879.3636691562758,55.152043863476706,55.06725938532636,-0.18142809838450732,0,2
"[rh_mean_p(1)(p=2.5, 5)]+[tp_24hmean_log_p(1)(p=2.5, 5)]",-82214.52963088156,-82214.52963088156,876.727070375466,879.7476927648302,55.16794912022282,55.08318283544548,-0.18140974129436352,0,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[tp_24hmax_log_p(2)(p=2.5, 5)]",-82226.94730572196,-82226.94730572196,889.1447452158732,892.1338461751068,56.82135718718922,56.74072322638709,-0.19357553146089973,0,2
"[rh_mean_p(1)(p=2.5, 5)]+[tp_24hmean_log_p(3)(p=2.5, 5)]",-82227.11682998188,-82227.11682998188,889.314269475773,891.2554712343692,52.05776662758436,52.02016970150072,-0.16824331971189188,0,2
"[rh_mean_p(0)(p=2.5, 5)]+[tp_24hmax_log_p(2)(p=2.5, 5)]",-82251.3707787971,-82245.6504606942,913.5682182909977,915.61637021245,60.02444352723876,59.95112740559119,-0.1958261480861001,1,2
"[rh_mean_p(1)(p=2.5, 5)]+[tp_24hmax_log_p(0)(p=2.5, 5)]",-82253.98726919285,-82253.98726919285,916.1847086867522,918.7258390624551,55.10226076757599,55.041865219641366,-0.1802608074291758,0,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[tp_24hmax_log_p(1)(p=2.5, 5)]",-82254.03805493137,-82254.03805493137,916.2354944252717,919.0628573127756,56.610697060646274,56.5381317017943,-0.18368651463108848,0,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]+[tp_24hmax_log_p(0)(p=2.5, 5)]",-82254.06599219234,-82254.06599219234,916.2634316862368,919.293699415642,56.20156852407789,56.11774761082157,-0.18563239577189816,0,2
"[rh_mean_p(1)(p=2.5, 5)]+[tp_24hmax_log_p(3)(p=2.5, 5)]",-82264.50844643764,-82259.25605310922,926.7058859315446,928.562549469265,52.724200245711195,52.68513460502743,-0.17072627456979605,1,2
"[tp_24hmean_log_p(1)(p=2.5, 5)]",-82269.97769108161,-82269.97769108161,932.1751305755129,935.1716237186236,56.401808082320976,56.32007961830704,-0.18611838825116114,0,1
"[rh_mean_p(0)(p=2.5, 5)]+[rh_mean_p(1)(p=2.5, 5)]",-82272.18099636564,-82272.18099636564,934.3784358595334,936.9603179162799,55.94753313713488,55.88612006906815,-0.17701505567432463,0,2
"[rh_mean_p(1)(p=2.5, 5)]+[rh_mean_p(0)(p=2.5, 5)]",-82272.31683125952,-82272.31683125952,934.514270753419,937.1016504880971,55.95497932189657,55.89331612323842,-0.17709896315334783,0,2
"[rh_mean_p(0)(p=2.5, 5)]+[tp_24hmax_log_p(1)(p=2.5, 5)]",-82291.68367504791,-82286.0037073579,953.8811145418175,956.0633496426999,57.598395805969545,57.51767731955014,-0.18377510948542586,1,2
"[rh_mean_p(0)(p=2.5, 5)]+[tp_24hmean_log_p(3)(p=2.5, 5)]",-82293.01015807208,-82293.01015807208,955.2075975659855,957.9994026845544,59.09409701797707,59.02622282395799,-0.1836425307240557,0,2
"[rh_mean_p(1)(p=2.5, 5)]+[tp_24hmean_log_p(2)(p=2.5, 5)]",-82299.28870544705,-82299.28870544705,961.4861449409509,963.6104234163116,58.352588967677654,58.312441599199246,-0.19893967722409092,0,2
"[rh_mean_p(0)(p=2.5, 5)]+[rh_mean_p(3)(p=2.5, 5)]",-82299.91736370773,-82299.91736370773,962.1148032016285,964.9603392031188,56.66783076318998,56.594318604731846,-0.17113115658856126,0,2
"[rh_mean_p(0)(p=2.5, 5)]+[tp_24hmax_log_p(3)(p=2.5, 5)]",-82306.05946785139,-82300.43395757824,968.2569073452935,970.5027210395033,59.56976888764886,59.49186624956365,-0.1819241255252866,1,2
"[rh_mean_p(1)(p=2.5, 5)]+[tp_24hmax_log_p(1)(p=2.5, 5)]",-82307.3499330903,-82307.3499330903,969.547372584205,972.4259273852297,55.350125057853894,55.27311057767255,-0.1829322753312504,0,2
"[rh_mean_p(0)(p=2.5, 5)]+[rh_mean_p(2)(p=2.5, 5)]",-82307.77865263249,-82307.77865263249,969.9760921263988,972.2921602215447,59.93038166240772,59.884039990240545,-0.18730683123639638,0,2
"[rh_mean_p(1)(p=2.5, 5)]+[tp_24hmax_log_p(2)(p=2.5, 5)]",-82321.9339179894,-82321.9339179894,984.1313574832977,986.7315022886985,56.1544703876595,56.092330507468674,-0.1944582654678328,0,2
"[rh_mean_p(0)(p=2.5, 5)]+[tp_24hmean_log_p(0)(p=2.5, 5)]",-82344.4793629314,-82344.4793629314,1006.6768024252885,1009.651239815864,59.836126581943134,59.76005545617449,-0.19055446808467988,0,2
"[rh_mean_p(1)(p=2.5, 5)]+[rh_mean_p(2)(p=2.5, 5)]",-82350.9215848642,-82350.9215848642,1013.119024358111,1015.2651427856922,53.96387153004698,53.919488649029255,-0.17174621789444658,0,2
"[rh_mean_p(0)(p=2.5, 5)]+[tp_24hmax_log_p(0)(p=2.5, 5)]",-82365.44428001154,-82365.44428001154,1027.641719505437,1030.4821282587927,60.250860844309855,60.18184098807618,-0.18486142245479018,0,2
"[rh_mean_p(1)(p=2.5, 5)]",-82388.24895176003,-82388.24895176003,1050.4463912539422,1052.4894088227998,55.10844118156123,55.068922661449875,-0.18012481386624835,0,1
"[rh_mean_p(0)(p=2.5, 5)]",-82391.50593823002,-82391.50593823002,1053.7033777239305,1056.4972239386427,59.901445201082126,59.83419658600927,-0.18209184112893556,0,1
"[tp_24hmean_log_p(6)(p=2.5, 5)]",-82407.56301289299,-82407.56301289299,1069.7604523869002,1072.901543252236,56.00825993996146,55.91759619765986,-0.18265924934909777,0,1
"[t2m_max_p(4)(p=2.5, 20)]",-82458.29454495454,-82458.29454495454,1120.4919844484427,1123.7143439467518,62.7629793462534,62.67779369012611,-0.17794789322450452,0,1
"[t2m_max_p(4)(p=2.5, 5)]",-82465.25016587923,-82465.25016587923,1127.447605373136,1130.6689095674935,62.54762129809222,62.46218206264929,-0.1768738071796534,0,1
"[tp_24hmean_log_p(2)(p=2.5, 5)]",-82470.96511906864,-82470.96511906864,1133.162558562542,1134.91502573288,66.80677750948571,66.78253727463621,-0.20124143957596524,0,1
"[tp_24hmean_log_p(0)(p=2.5, 5)]",-82488.63868619772,-82488.63868619772,1150.836125691622,1154.0182468873436,60.84398666414537,60.75819521412107,-0.1935356033373854,0,1
"[t2m_max_p(0)(p=2.5, 20)]",-82503.2193454114,-82503.2193454114,1165.4167849053101,1167.879261482636,65.33315266529165,65.28488613912558,-0.18190538687687088,0,1
"[tp_24hmax_log_p(1)(p=2.5, 5)]",-82518.01646849822,-82518.01646849822,1180.2139079921167,1183.3727946474,58.694115306825346,58.60638601603228,-0.1890790298289776,0,1
"[tp_24hmean_log_p(5)(p=2.5, 5)]",-82526.47680099482,-82526.47680099482,1188.6742404887314,1191.87845773744,45.79332715535059,45.67759784179321,-0.14332977978381223,0,1
"[t2m_max_p(3)(p=2.5, 20)]",-82534.84034090332,-82534.84034090332,1197.037780397224,1200.250527052049,61.410888271536045,61.32416726667765,-0.17663265400319655,0,1
"[t2m_mean_p(4)(p=5.0, 10)]",-82535.58023200143,-82535.58023200143,1197.7776714953238,1200.921786592524,59.83146291549392,59.746156083356915,-0.17636036401197333,0,1
"[t2m_mean_p(4)(p=2.5, 5)]",-82540.58774655842,-82540.58206079013,1202.7851860523147,1206.0574515708254,59.9713787596309,59.88414327818385,-0.17664722523465318,98,1
"[t2m_max_p(0)(p=2.5, 5)]",-82547.29507974519,-82547.28969165105,1209.492519239095,1212.2340412703322,65.80505394987456,65.74710079820531,-0.18095047883492799,11,1
"[t2m_max_p(5)(p=2.5, 5)]",-82558.09092981758,-82558.09092981758,1220.2883693114807,1223.3500241296965,65.31257785781305,65.2383795945892,-0.17885906497291906,0,1
"[t2m_max_p(3)(p=2.5, 5)]",-82558.51470437615,-82558.51470437615,1220.712143870057,1223.9309775399047,60.46431157144297,60.37584856786139,-0.17686016700979582,0,1
"[t2m_max_p(5)(p=2.5, 20)]",-82558.56161258185,-82558.56161258185,1220.7590520757503,1223.8231677199433,65.43474521131785,65.36056747540955,-0.17828691501122412,0,1
"[tp_24hmax_log_p(6)(p=2.5, 5)]",-82576.77415398542,-82576.77415398542,1238.9715934793167,1242.0592400539463,63.257784164701754,63.17984859635328,-0.18733207872657723,0,1
"[t2m_mean_p(3)(p=5.0, 10)]",-82583.27619755235,-82583.27619755235,1245.4736370462463,1248.6915448942211,60.107776317319185,60.018782290883,-0.17559961276602787,0,1
"[t2m_mean_p(3)(p=2.5, 5)]",-82584.31743237538,-82584.31743237538,1246.514871869274,1249.733268460645,60.25910340439837,60.170304288231726,-0.1749523170419669,0,1
"[t2m_min_p(1)(p=2.5, 20)]",-82614.96690521494,-82594.70129034232,1277.1643447088436,1269.9753526449244,62.197288462458374,61.252330483213704,-0.17865018426960796,1,1
"[t2m_min_p(1)(p=2.5, 5)]",-82627.63516524788,-82605.9369077262,1289.832604741779,1281.1944220142277,61.60534671618827,60.39114985950956,-0.17632949678625437,1,1
"[t2m_min_p(2)(p=2.5, 20)]",-82609.07042279634,-82609.07042279634,1271.2678622902479,1274.4375423520569,62.066348499059146,61.982636523189974,-0.1831569097864151,0,1
"[t2m_mean_p(5)(p=5.0, 10)]",-82614.73711108766,-82614.73711108766,1276.93455058155,1280.0328140187034,61.71351807129208,61.63300765076899,-0.17794828404754812,0,1
"[t2m_mean_p(0)(p=5.0, 10)]",-82617.02889488029,-82617.02889488029,1279.226334374201,1282.1135687131073,60.81435727993305,60.743232835966545,-0.17763722950027017,0,1
"[t2m_min_p(2)(p=2.5, 5)]",-82618.45634417004,-82618.45634417004,1280.653783663946,1283.8076992287884,61.403037819070995,61.31922639518221,-0.18099746818101395,0,1
"[t2m_mean_p(0)(p=2.5, 5)]",-82621.43980068994,-82621.43980068994,1283.637240183842,1286.5493099349142,60.801610121068315,60.72925425366375,-0.17886827445903516,0,1
"[t2m_max_p(1)(p=2.5, 20)]",-82622.18838036465,-82622.18838036465,1284.3858198585344,1286.5742222188608,63.92788025149523,63.8885633875136,-0.18365007489852453,0,1
"[tp_24hmax_log_p(5)(p=2.5, 5)]",-82623.35943214691,-82623.35943214691,1285.5568716408077,1288.7335315751936,51.43573679794846,51.33421637455728,-0.15661883257944106,0,1
"[t2m_min_p(0)(p=2.5, 20)]",-82636.82835771985,-82623.73838007142,1299.0257972137551,1295.6804251779718,61.24753471922297,60.82039841017046,-0.1786812621785444,1,1
"[rh_mean_p(5)(p=2.5, 5)]",-82628.13723667146,-82628.13723667146,1290.334676165372,1293.4054433212987,51.089006588126885,50.99338178443744,-0.16564335823136106,0,1
"[t2m_mean_p(5)(p=2.5, 5)]",-82632.64052134447,-82632.63599866361,1294.837960838373,1298.035290117581,61.502078380258716,61.42008615592962,-0.17784826046401822,55,1
"[t2m_mean_p(1)(p=5.0, 10)]",-82647.43461059776,-82639.9235129915,1309.6320500916522,1309.2222108254582,59.84512444264709,59.84406841523958,-0.1769148825290394,1,1
"[tp_24hmax_log_p(2)(p=2.5, 5)]",-82643.76396253797,-82643.76396253797,1305.9614020318634,1308.9913747106611,65.65425455038402,65.58177176709485,-0.19908402770003697,0,1
"[t2m_max_p(1)(p=2.5, 5)]",-82648.59325089326,-82648.58501166626,1310.790690387167,1312.744010895468,62.83894565819335,62.80805876295977,-0.18331940131789656,15,1
"[t2m_mean_p(1)(p=2.5, 5)]",-82650.8261395006,-82650.8261395006,1313.023578994486,1311.6511272940486,59.771338402444734,59.75680494582958,-0.1769788031511894,0,1
"[t2m_min_p(0)(p=2.5, 5)]",-82651.7574912631,-82651.7574912631,1313.9549307570044,1317.108289495418,61.06717694504613,60.98286056443893,-0.17799631542804628,0,1
"[tp_24hmax_log_p(0)(p=2.5, 5)]",-82652.00858937803,-82652.00858937803,1314.2060288719267,1317.3637777883005,62.63812763299321,62.55570287672903,-0.1895674513237424,0,1
"[rh_mean_p(6)(p=2.5, 5)]",-82677.42331604923,-82677.42331604923,1339.6207555431342,1342.6437887918587,59.41255683214518,59.33273733391274,-0.19086395867347505,0,1
"[t2m_max_p(6)(p=2.5, 20)]",-82679.14101248847,-82679.14101248847,1341.338451982374,1344.434505134808,66.83437332772847,66.76001699963176,-0.1849289384707916,0,1
"[t2m_min_p(3)(p=2.5, 20)]",-82682.25074543386,-82682.25074543386,1344.4481849277663,1347.4904776462863,63.51355815875856,63.43795140935724,-0.18608170434337665,0,1
"[t2m_max_p(6)(p=2.5, 5)]",-82682.27644357181,-82682.27644357181,1344.4738830657154,1347.5661606789706,66.83250827025384,66.75832187742024,-0.18567522177863297,0,1
"[t2m_mean_p(6)(p=5.0, 10)]",-82685.8650945157,-82685.8650945157,1348.0625340095892,1351.1763147538304,63.51276431788017,63.433617364489685,-0.18429814791339644,0,1
"[t2m_min_p(3)(p=2.5, 5)]",-82691.8229999386,-82691.8229999386,1354.020439432487,1357.104410477779,63.23286602999852,63.15484517998926,-0.1858040063250901,0,1
"[t2m_max_p(2)(p=2.5, 20)]",-82695.71661773909,-82695.71661773909,1357.9140572329986,1361.0435568400999,61.734208336894056,61.65194689910604,-0.1827154381710674,0,1
"[t2m_mean_p(2)(p=5.0, 10)]",-82704.09925795197,-82695.8648563452,1366.2966974458654,1366.1858201321836,60.31472771149292,60.1637651353357,-0.17786657296214517,1,1
"[t2m_mean_p(2)(p=2.5, 5)]",-82704.9563389702,-82704.9563389702,1367.1537784640918,1370.0412812726936,60.174833475269,60.10276053501716,-0.17734345781392596,0,1
"[t2m_mean_p(6)(p=2.5, 5)]",-82711.10807865376,-82711.10632953086,1373.3055181476716,1376.4886379112745,62.78790715914702,62.7076656544833,-0.18342774654877414,32,1
"[t2m_max_p(2)(p=2.5, 5)]",-82712.33521820328,-82712.33104497772,1374.5326576971827,1377.6457030446393,60.94058857967303,60.85827235503493,-0.1825729811122738,2,1
"[t2m_min_p(4)(p=2.5, 5)]",-82777.95273421778,-82777.95273421778,1440.1501737116794,1443.2430536692073,63.77546307663381,63.69749026659321,-0.1859499232285466,0,1
"[rh_mean_p(2)(p=2.5, 5)]",-82824.83881892281,-82778.59345147823,1487.0362584167235,1483.9884696675088,66.21199734714176,65.95526986751798,-0.19325530756909584,1,1
"[t2m_min_p(4)(p=2.5, 20)]",-82781.38244670103,-82781.38244670103,1443.5798861949322,1446.661513543066,63.67587203892106,63.598326930455215,-0.1861428533876037,0,1
"[t2m_min_p(5)(p=2.5, 5)]",-82792.23413116574,-82792.23413116574,1454.4315706596403,1457.5197808222306,62.50591737829681,62.42656466771393,-0.1841644870909981,0,1
"[t2m_min_p(6)(p=2.5, 20)]",-82792.39457552935,-82792.39457552935,1454.592015023255,1457.6757565753346,61.79642500691788,61.7163875410009,-0.18516207500158943,0,1
"[t2m_min_p(6)(p=2.5, 5)]",-82793.57340361741,-82793.57340361741,1455.7708431113058,1458.8364446227197,61.592604346784285,61.51322374188232,-0.184300187850835,0,1
"[t2m_min_p(5)(p=2.5, 20)]",-82794.53870624356,-82794.53870624356,1456.7361457374673,1459.8230710235152,62.75378114701889,62.674801994450505,-0.18387425506124128,0,1
"[rh_mean_p(4)(p=2.5, 5)]",-82813.75494739009,-82813.75494739009,1475.9523868839988,1479.1568173682838,56.49084977717224,56.39637541588188,-0.17323713598366375,0,1
"[tp_24hmean_log_p(4)(p=2.5, 5)]",-82876.82050008047,-82876.82050008047,1539.0179395743867,1542.2015893216692,57.750460482442605,57.659076054792756,-0.17723077224074618,0,1
"[tp_24hmax_log_p(4)(p=2.5, 5)]",-82907.14961636349,-82897.01587166399,1569.347055857387,1573.053720052889,58.44853427818935,58.35548556259231,-0.18286560998532125,1,1
"[tp_24hmax_log_p(3)(p=2.5, 5)]",-83038.05720658752,-83038.05720658752,1700.2546460814085,1703.3850880714776,66.0356013196474,65.95797145244445,-0.19635301824897775,0,1
"[tp_24hmean_log_p(3)(p=2.5, 5)]",-83038.2996815228,-83038.2996815228,1700.497121016689,1703.5551999146878,66.40823827979804,66.3344966961661,-0.19490477417894142,0,1
"[rh_mean_p(3)(p=2.5, 5)]",-83096.85631867674,-83096.85631867674,1759.0537581706446,1762.1471075952848,63.135493198579304,63.056042658682415,-0.18924779497009542,0,1
